Entity,Code,Year,variable,value,categories
Vietnam,VNM,2009,low bone mineral density,6232.7554,Health Conditions and Deficiencies
Vietnam,VNM,2010,low bone mineral density,6469.1567,Health Conditions and Deficiencies
Vietnam,VNM,2011,low bone mineral density,6718.8843,Health Conditions and Deficiencies
Vietnam,VNM,2012,low bone mineral density,6963.9067,Health Conditions and Deficiencies
Vietnam,VNM,2013,low bone mineral density,7102.06,Health Conditions and Deficiencies
Vietnam,VNM,2014,low bone mineral density,7340.646,Health Conditions and Deficiencies
Vietnam,VNM,2015,low bone mineral density,7556.2764,Health Conditions and Deficiencies
Vietnam,VNM,2016,low bone mineral density,7775.3804,Health Conditions and Deficiencies
Vietnam,VNM,2017,low bone mineral density,7988.6733,Health Conditions and Deficiencies
Vietnam,VNM,2018,low bone mineral density,8196.931,Health Conditions and Deficiencies
Vietnam,VNM,2019,low bone mineral density,8389.809,Health Conditions and Deficiencies
Vietnam,VNM,1990,vitamin a deficiency,787.7337,Health Conditions and Deficiencies
Vietnam,VNM,1991,vitamin a deficiency,688.6827,Health Conditions and Deficiencies
Vietnam,VNM,1992,vitamin a deficiency,600.1225,Health Conditions and Deficiencies
Vietnam,VNM,1993,vitamin a deficiency,515.5206,Health Conditions and Deficiencies
Vietnam,VNM,1994,vitamin a deficiency,448.8967,Health Conditions and Deficiencies
Vietnam,VNM,1995,vitamin a deficiency,393.24933,Health Conditions and Deficiencies
Vietnam,VNM,1996,vitamin a deficiency,353.5932,Health Conditions and Deficiencies
Vietnam,VNM,1997,vitamin a deficiency,317.58047,Health Conditions and Deficiencies
Vietnam,VNM,1998,vitamin a deficiency,288.39377,Health Conditions and Deficiencies
Vietnam,VNM,1999,vitamin a deficiency,273.84705,Health Conditions and Deficiencies
Vietnam,VNM,2000,vitamin a deficiency,258.83347,Health Conditions and Deficiencies
Vietnam,VNM,2001,vitamin a deficiency,245.9027,Health Conditions and Deficiencies
Vietnam,VNM,2002,vitamin a deficiency,230.37488,Health Conditions and Deficiencies
Vietnam,VNM,2003,vitamin a deficiency,168.84077,Health Conditions and Deficiencies
Vietnam,VNM,2004,vitamin a deficiency,101.57229,Health Conditions and Deficiencies
Vietnam,VNM,2005,vitamin a deficiency,87.5657,Health Conditions and Deficiencies
Vietnam,VNM,2006,vitamin a deficiency,80.8696,Health Conditions and Deficiencies
Vietnam,VNM,2007,vitamin a deficiency,87.16733,Health Conditions and Deficiencies
Vietnam,VNM,2008,vitamin a deficiency,81.73579,Health Conditions and Deficiencies
Vietnam,VNM,2009,vitamin a deficiency,72.2538,Health Conditions and Deficiencies
Vietnam,VNM,2010,vitamin a deficiency,45.12978,Health Conditions and Deficiencies
Vietnam,VNM,2011,vitamin a deficiency,29.462614,Health Conditions and Deficiencies
Vietnam,VNM,2012,vitamin a deficiency,20.62102,Health Conditions and Deficiencies
Vietnam,VNM,2013,vitamin a deficiency,23.020695,Health Conditions and Deficiencies
Vietnam,VNM,2014,vitamin a deficiency,24.352577,Health Conditions and Deficiencies
Vietnam,VNM,2015,vitamin a deficiency,7.456528,Health Conditions and Deficiencies
Vietnam,VNM,2016,vitamin a deficiency,6.2556653,Health Conditions and Deficiencies
Vietnam,VNM,2017,vitamin a deficiency,5.4469533,Health Conditions and Deficiencies
Vietnam,VNM,2018,vitamin a deficiency,5.752712,Health Conditions and Deficiencies
Vietnam,VNM,2019,vitamin a deficiency,6.680296,Health Conditions and Deficiencies
Vietnam,VNM,1990,child stunting,5085.5127,Health Conditions and Deficiencies
Vietnam,VNM,1991,child stunting,4722.4917,Health Conditions and Deficiencies
Vietnam,VNM,1992,child stunting,4351.7607,Health Conditions and Deficiencies
Vietnam,VNM,1993,child stunting,3963.3967,Health Conditions and Deficiencies
Vietnam,VNM,1994,child stunting,3614.0522,Health Conditions and Deficiencies
Vietnam,VNM,1995,child stunting,3282.602,Health Conditions and Deficiencies
Vietnam,VNM,1996,child stunting,2970.303,Health Conditions and Deficiencies
Vietnam,VNM,1997,child stunting,2692.8237,Health Conditions and Deficiencies
Vietnam,VNM,1998,child stunting,2442.04,Health Conditions and Deficiencies
Vietnam,VNM,1999,child stunting,2227.4163,Health Conditions and Deficiencies
Vietnam,VNM,2000,child stunting,2042.659,Health Conditions and Deficiencies
Vietnam,VNM,2001,child stunting,1889.4824,Health Conditions and Deficiencies
Vietnam,VNM,2002,child stunting,1744.0239,Health Conditions and Deficiencies
Vietnam,VNM,2003,child stunting,1457.1252,Health Conditions and Deficiencies
Vietnam,VNM,2004,child stunting,1192.5074,Health Conditions and Deficiencies
Vietnam,VNM,2005,child stunting,1088.7765,Health Conditions and Deficiencies
Vietnam,VNM,2006,child stunting,1009.66046,Health Conditions and Deficiencies
Vietnam,VNM,2007,child stunting,970.08026,Health Conditions and Deficiencies
Vietnam,VNM,2008,child stunting,904.9965,Health Conditions and Deficiencies
Vietnam,VNM,2009,child stunting,826.3452,Health Conditions and Deficiencies
Vietnam,VNM,2010,child stunting,705.97675,Health Conditions and Deficiencies
Vietnam,VNM,2011,child stunting,608.9543,Health Conditions and Deficiencies
Vietnam,VNM,2012,child stunting,532.11804,Health Conditions and Deficiencies
Vietnam,VNM,2013,child stunting,495.17493,Health Conditions and Deficiencies
Vietnam,VNM,2014,child stunting,452.6506,Health Conditions and Deficiencies
Vietnam,VNM,2015,child stunting,362.10898,Health Conditions and Deficiencies
Vietnam,VNM,2016,child stunting,322.58466,Health Conditions and Deficiencies
Vietnam,VNM,2017,child stunting,288.91003,Health Conditions and Deficiencies
Vietnam,VNM,2018,child stunting,261.40872,Health Conditions and Deficiencies
Vietnam,VNM,2019,child stunting,238.60045,Health Conditions and Deficiencies
Vietnam,VNM,1990,non-exclusive breastfeeding,2818.0513,Behavioral and Lifestyle Factors
Vietnam,VNM,1991,non-exclusive breastfeeding,2621.9036,Behavioral and Lifestyle Factors
Vietnam,VNM,1992,non-exclusive breastfeeding,2435.5105,Behavioral and Lifestyle Factors
Vietnam,VNM,1993,non-exclusive breastfeeding,2202.091,Behavioral and Lifestyle Factors
Vietnam,VNM,1994,non-exclusive breastfeeding,1988.515,Behavioral and Lifestyle Factors
Vietnam,VNM,1995,non-exclusive breastfeeding,1774.4563,Behavioral and Lifestyle Factors
Vietnam,VNM,1996,non-exclusive breastfeeding,1557.0745,Behavioral and Lifestyle Factors
Vietnam,VNM,1997,non-exclusive breastfeeding,1376.2216,Behavioral and Lifestyle Factors
Vietnam,VNM,1998,non-exclusive breastfeeding,1228.1918,Behavioral and Lifestyle Factors
Vietnam,VNM,1999,non-exclusive breastfeeding,1098.671,Behavioral and Lifestyle Factors
Vietnam,VNM,2000,non-exclusive breastfeeding,1001.13654,Behavioral and Lifestyle Factors
Vietnam,VNM,2001,non-exclusive breastfeeding,923.76276,Behavioral and Lifestyle Factors
Vietnam,VNM,2002,non-exclusive breastfeeding,864.83325,Behavioral and Lifestyle Factors
Vietnam,VNM,2003,non-exclusive breastfeeding,843.93054,Behavioral and Lifestyle Factors
Vietnam,VNM,2004,non-exclusive breastfeeding,821.6914,Behavioral and Lifestyle Factors
Vietnam,VNM,2005,non-exclusive breastfeeding,782.7507,Behavioral and Lifestyle Factors
Vietnam,VNM,2006,non-exclusive breastfeeding,737.7884,Behavioral and Lifestyle Factors
Vietnam,VNM,2007,non-exclusive breastfeeding,690.86676,Behavioral and Lifestyle Factors
Vietnam,VNM,2008,non-exclusive breastfeeding,650.481,Behavioral and Lifestyle Factors
Vietnam,VNM,2009,non-exclusive breastfeeding,609.23944,Behavioral and Lifestyle Factors
Vietnam,VNM,2010,non-exclusive breastfeeding,572.83435,Behavioral and Lifestyle Factors
Vietnam,VNM,2011,non-exclusive breastfeeding,525.89087,Behavioral and Lifestyle Factors
Vietnam,VNM,2012,non-exclusive breastfeeding,480.7965,Behavioral and Lifestyle Factors
Vietnam,VNM,2013,non-exclusive breastfeeding,439.34427,Behavioral and Lifestyle Factors
Vietnam,VNM,2014,non-exclusive breastfeeding,396.129,Behavioral and Lifestyle Factors
Vietnam,VNM,2015,non-exclusive breastfeeding,365.2923,Behavioral and Lifestyle Factors
Vietnam,VNM,2016,non-exclusive breastfeeding,332.04993,Behavioral and Lifestyle Factors
Vietnam,VNM,2017,non-exclusive breastfeeding,301.32193,Behavioral and Lifestyle Factors
Vietnam,VNM,2018,non-exclusive breastfeeding,272.43945,Behavioral and Lifestyle Factors
Vietnam,VNM,2019,non-exclusive breastfeeding,246.17717,Behavioral and Lifestyle Factors
Vietnam,VNM,1990,iron deficiency,156.59135,Health Conditions and Deficiencies
Vietnam,VNM,1991,iron deficiency,143.70174,Health Conditions and Deficiencies
Vietnam,VNM,1992,iron deficiency,131.1286,Health Conditions and Deficiencies
Vietnam,VNM,1993,iron deficiency,119.382195,Health Conditions and Deficiencies
Vietnam,VNM,1994,iron deficiency,108.66886,Health Conditions and Deficiencies
Vietnam,VNM,1995,iron deficiency,99.162704,Health Conditions and Deficiencies
Vietnam,VNM,1996,iron deficiency,89.628746,Health Conditions and Deficiencies
Vietnam,VNM,1997,iron deficiency,80.745804,Health Conditions and Deficiencies
Vietnam,VNM,1998,iron deficiency,73.25315,Health Conditions and Deficiencies
Vietnam,VNM,1999,iron deficiency,67.24853,Health Conditions and Deficiencies
Vietnam,VNM,2000,iron deficiency,61.68133,Health Conditions and Deficiencies
Vietnam,VNM,2001,iron deficiency,59.271038,Health Conditions and Deficiencies
Vietnam,VNM,2002,iron deficiency,57.325172,Health Conditions and Deficiencies
Vietnam,VNM,2003,iron deficiency,55.844654,Health Conditions and Deficiencies
Vietnam,VNM,2004,iron deficiency,54.692745,Health Conditions and Deficiencies
Vietnam,VNM,2005,iron deficiency,53.25832,Health Conditions and Deficiencies
Vietnam,VNM,2006,iron deficiency,51.47428,Health Conditions and Deficiencies
Vietnam,VNM,2007,iron deficiency,50.301395,Health Conditions and Deficiencies
Vietnam,VNM,2008,iron deficiency,49.37622,Health Conditions and Deficiencies
Vietnam,VNM,2009,iron deficiency,48.53549,Health Conditions and Deficiencies
Vietnam,VNM,2010,iron deficiency,46.849445,Health Conditions and Deficiencies
Vietnam,VNM,2011,iron deficiency,44.72102,Health Conditions and Deficiencies
Vietnam,VNM,2012,iron deficiency,42.73676,Health Conditions and Deficiencies
Vietnam,VNM,2013,iron deficiency,41.049942,Health Conditions and Deficiencies
Vietnam,VNM,2014,iron deficiency,39.419395,Health Conditions and Deficiencies
Vietnam,VNM,2015,iron deficiency,37.260128,Health Conditions and Deficiencies
Vietnam,VNM,2016,iron deficiency,35.080387,Health Conditions and Deficiencies
Vietnam,VNM,2017,iron deficiency,32.89374,Health Conditions and Deficiencies
Vietnam,VNM,2018,iron deficiency,31.091532,Health Conditions and Deficiencies
Vietnam,VNM,2019,iron deficiency,29.637976,Health Conditions and Deficiencies
Vietnam,VNM,1990,ambient particulate matter pollution,9929.8545,Environmental Factors
Vietnam,VNM,1991,ambient particulate matter pollution,10312.1455,Environmental Factors
Vietnam,VNM,1992,ambient particulate matter pollution,10719.95,Environmental Factors
Vietnam,VNM,1993,ambient particulate matter pollution,11168.492,Environmental Factors
Vietnam,VNM,1994,ambient particulate matter pollution,11662.872,Environmental Factors
Vietnam,VNM,1995,ambient particulate matter pollution,12209.637,Environmental Factors
Vietnam,VNM,1996,ambient particulate matter pollution,12833.206,Environmental Factors
Vietnam,VNM,1997,ambient particulate matter pollution,13555.147,Environmental Factors
Vietnam,VNM,1998,ambient particulate matter pollution,14371.472,Environmental Factors
Vietnam,VNM,1999,ambient particulate matter pollution,15302.209,Environmental Factors
Vietnam,VNM,2000,ambient particulate matter pollution,16342.214,Environmental Factors
Vietnam,VNM,2001,ambient particulate matter pollution,17626.64,Environmental Factors
Vietnam,VNM,2002,ambient particulate matter pollution,19059.707,Environmental Factors
Vietnam,VNM,2003,ambient particulate matter pollution,20655.662,Environmental Factors
Vietnam,VNM,2004,ambient particulate matter pollution,22359.762,Environmental Factors
Vietnam,VNM,2005,ambient particulate matter pollution,24053.197,Environmental Factors
Vietnam,VNM,2006,ambient particulate matter pollution,25910.521,Environmental Factors
Vietnam,VNM,2007,ambient particulate matter pollution,28127.074,Environmental Factors
Vietnam,VNM,2008,ambient particulate matter pollution,30300.592,Environmental Factors
Vietnam,VNM,2009,ambient particulate matter pollution,32150.264,Environmental Factors
Vietnam,VNM,2010,ambient particulate matter pollution,33199.82,Environmental Factors
Vietnam,VNM,2011,ambient particulate matter pollution,33774.105,Environmental Factors
Vietnam,VNM,2012,ambient particulate matter pollution,34034.824,Environmental Factors
Vietnam,VNM,2013,ambient particulate matter pollution,34190.203,Environmental Factors
Vietnam,VNM,2014,ambient particulate matter pollution,34266.96,Environmental Factors
Vietnam,VNM,2015,ambient particulate matter pollution,34337.785,Environmental Factors
Vietnam,VNM,2016,ambient particulate matter pollution,34578.043,Environmental Factors
Vietnam,VNM,2017,ambient particulate matter pollution,35018.695,Environmental Factors
Vietnam,VNM,2018,ambient particulate matter pollution,35997.844,Environmental Factors
Vietnam,VNM,2019,ambient particulate matter pollution,37456.71,Environmental Factors
Vietnam,VNM,1990,low physical activity,2134.5337,Behavioral and Lifestyle Factors
Vietnam,VNM,1991,low physical activity,2165.537,Behavioral and Lifestyle Factors
Vietnam,VNM,1992,low physical activity,2204.1912,Behavioral and Lifestyle Factors
Vietnam,VNM,1993,low physical activity,2254.8562,Behavioral and Lifestyle Factors
Vietnam,VNM,1994,low physical activity,2313.0596,Behavioral and Lifestyle Factors
Vietnam,VNM,1995,low physical activity,2377.4133,Behavioral and Lifestyle Factors
Vietnam,VNM,1996,low physical activity,2442.627,Behavioral and Lifestyle Factors
Vietnam,VNM,1997,low physical activity,2511.333,Behavioral and Lifestyle Factors
Vietnam,VNM,1998,low physical activity,2587.442,Behavioral and Lifestyle Factors
Vietnam,VNM,1999,low physical activity,2674.3113,Behavioral and Lifestyle Factors
Vietnam,VNM,2000,low physical activity,2768.5903,Behavioral and Lifestyle Factors
Vietnam,VNM,2001,low physical activity,2870.062,Behavioral and Lifestyle Factors
Vietnam,VNM,2002,low physical activity,2985.533,Behavioral and Lifestyle Factors
Vietnam,VNM,2003,low physical activity,3116.9675,Behavioral and Lifestyle Factors
Vietnam,VNM,2004,low physical activity,3258.8408,Behavioral and Lifestyle Factors
Vietnam,VNM,2005,low physical activity,3404.481,Behavioral and Lifestyle Factors
Vietnam,VNM,2006,low physical activity,3548.7866,Behavioral and Lifestyle Factors
Vietnam,VNM,2007,low physical activity,3709.7354,Behavioral and Lifestyle Factors
Vietnam,VNM,2008,low physical activity,3876.2761,Behavioral and Lifestyle Factors
Vietnam,VNM,2009,low physical activity,4047.0479,Behavioral and Lifestyle Factors
Vietnam,VNM,2010,low physical activity,4198.152,Behavioral and Lifestyle Factors
Vietnam,VNM,2011,low physical activity,4355.52,Behavioral and Lifestyle Factors
Vietnam,VNM,2012,low physical activity,4516.94,Behavioral and Lifestyle Factors
Vietnam,VNM,2013,low physical activity,4687.4624,Behavioral and Lifestyle Factors
Vietnam,VNM,2014,low physical activity,4866.009,Behavioral and Lifestyle Factors
Vietnam,VNM,2015,low physical activity,5020.014,Behavioral and Lifestyle Factors
Vietnam,VNM,2016,low physical activity,5141.013,Behavioral and Lifestyle Factors
Vietnam,VNM,2017,low physical activity,5279.725,Behavioral and Lifestyle Factors
Vietnam,VNM,2018,low physical activity,5418.0923,Behavioral and Lifestyle Factors
Vietnam,VNM,2019,low physical activity,5556.346,Behavioral and Lifestyle Factors
Vietnam,VNM,1990,no access to handwashing facility,4367.578,Environmental Factors
Vietnam,VNM,1991,no access to handwashing facility,4209.616,Environmental Factors
Vietnam,VNM,1992,no access to handwashing facility,4054.9062,Environmental Factors
Vietnam,VNM,1993,no access to handwashing facility,3846.0,Environmental Factors
Vietnam,VNM,1994,no access to handwashing facility,3642.729,Environmental Factors
Vietnam,VNM,1995,no access to handwashing facility,3437.641,Environmental Factors
Vietnam,VNM,1996,no access to handwashing facility,3245.8486,Environmental Factors
Vietnam,VNM,1997,no access to handwashing facility,3087.577,Environmental Factors
Vietnam,VNM,1998,no access to handwashing facility,2952.412,Environmental Factors
Vietnam,VNM,1999,no access to handwashing facility,2832.0999,Environmental Factors
Vietnam,VNM,2000,no access to handwashing facility,2734.6455,Environmental Factors
Vietnam,VNM,2001,no access to handwashing facility,2664.7183,Environmental Factors
Vietnam,VNM,2002,no access to handwashing facility,2611.6223,Environmental Factors
Vietnam,VNM,2003,no access to handwashing facility,2606.9312,Environmental Factors
Vietnam,VNM,2004,no access to handwashing facility,2609.3215,Environmental Factors
Vietnam,VNM,2005,no access to handwashing facility,2586.4983,Environmental Factors
Vietnam,VNM,2006,no access to handwashing facility,2559.1882,Environmental Factors
Vietnam,VNM,2007,no access to handwashing facility,2526.4292,Environmental Factors
Vietnam,VNM,2008,no access to handwashing facility,2490.5002,Environmental Factors
Vietnam,VNM,2009,no access to handwashing facility,2456.0269,Environmental Factors
Vietnam,VNM,2010,no access to handwashing facility,2417.502,Environmental Factors
Vietnam,VNM,2011,no access to handwashing facility,2426.642,Environmental Factors
Vietnam,VNM,2012,no access to handwashing facility,2430.991,Environmental Factors
Vietnam,VNM,2013,no access to handwashing facility,2452.0615,Environmental Factors
Vietnam,VNM,2014,no access to handwashing facility,2364.4382,Environmental Factors
Vietnam,VNM,2015,no access to handwashing facility,2301.1926,Environmental Factors
Vietnam,VNM,2016,no access to handwashing facility,2237.925,Environmental Factors
Vietnam,VNM,2017,no access to handwashing facility,2180.8638,Environmental Factors
Vietnam,VNM,2018,no access to handwashing facility,2114.443,Environmental Factors
Vietnam,VNM,2019,no access to handwashing facility,2053.345,Environmental Factors
Vietnam,VNM,1990,high ldl cholesterol,18979.068,Health Conditions and Deficiencies
Vietnam,VNM,1991,high ldl cholesterol,19214.055,Health Conditions and Deficiencies
Vietnam,VNM,1992,high ldl cholesterol,19441.383,Health Conditions and Deficiencies
Vietnam,VNM,1993,high ldl cholesterol,19694.77,Health Conditions and Deficiencies
Vietnam,VNM,1994,high ldl cholesterol,19973.035,Health Conditions and Deficiencies
Vietnam,VNM,1995,high ldl cholesterol,20279.357,Health Conditions and Deficiencies
Vietnam,VNM,1996,high ldl cholesterol,20623.16,Health Conditions and Deficiencies
Vietnam,VNM,1997,high ldl cholesterol,20992.59,Health Conditions and Deficiencies
Vietnam,VNM,1998,high ldl cholesterol,21405.328,Health Conditions and Deficiencies
Vietnam,VNM,1999,high ldl cholesterol,21930.174,Health Conditions and Deficiencies
Vietnam,VNM,2000,high ldl cholesterol,22327.281,Health Conditions and Deficiencies
Vietnam,VNM,2001,high ldl cholesterol,22909.855,Health Conditions and Deficiencies
Vietnam,VNM,2002,high ldl cholesterol,23554.334,Health Conditions and Deficiencies
Vietnam,VNM,2003,high ldl cholesterol,24279.623,Health Conditions and Deficiencies
Vietnam,VNM,2004,high ldl cholesterol,25102.312,Health Conditions and Deficiencies
Vietnam,VNM,2005,high ldl cholesterol,25916.266,Health Conditions and Deficiencies
Vietnam,VNM,2006,high ldl cholesterol,26769.58,Health Conditions and Deficiencies
Vietnam,VNM,2007,high ldl cholesterol,27795.77,Health Conditions and Deficiencies
Vietnam,VNM,2008,high ldl cholesterol,28884.68,Health Conditions and Deficiencies
Vietnam,VNM,2009,high ldl cholesterol,30049.344,Health Conditions and Deficiencies
Vietnam,VNM,2010,high ldl cholesterol,31011.451,Health Conditions and Deficiencies
Vietnam,VNM,2011,high ldl cholesterol,32119.031,Health Conditions and Deficiencies
Vietnam,VNM,2012,high ldl cholesterol,33195.06,Health Conditions and Deficiencies
Vietnam,VNM,2013,high ldl cholesterol,34342.62,Health Conditions and Deficiencies
Vietnam,VNM,2014,high ldl cholesterol,35407.535,Health Conditions and Deficiencies
Vietnam,VNM,2015,high ldl cholesterol,36386.758,Health Conditions and Deficiencies
Vietnam,VNM,2016,high ldl cholesterol,37360.242,Health Conditions and Deficiencies
Vietnam,VNM,2017,high ldl cholesterol,38445.18,Health Conditions and Deficiencies
Vietnam,VNM,2018,high ldl cholesterol,39555.652,Health Conditions and Deficiencies
Vietnam,VNM,2019,high ldl cholesterol,40602.906,Health Conditions and Deficiencies
